date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:23:59	88906/88906	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/index.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/index.html	(from )
19:24:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jun%202024%2013:54:00%20GMT	https://avitex.vn/robots.txt		(from )
19:24:00	870/870	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202023%2022:50:40%20GMT	https://avitex.vn/html/aizan/assets/images/fav.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/fav.png	(from https://avitex.vn/html/aizan/index.html)
19:24:01	71750/71750	---M--	200	added ('OK')	text/css	date:Thu,%2014%20Sep%202023%2021:56:02%20GMT	https://avitex.vn/html/aizan/assets/css/animate.min.css	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/css/animate.min.css	(from https://avitex.vn/html/aizan/index.html)
19:24:02	1776/1776	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Aug%202023%2016:45:52%20GMT	https://avitex.vn/html/aizan/assets/css/slick.css	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/css/slick.css	(from https://avitex.vn/html/aizan/index.html)
19:24:03	3019/3019	---M--	200	added ('OK')	text/css	date:Tue,%2012%20Sep%202023%2000:33:30%20GMT	https://avitex.vn/html/aizan/assets/icons/style.css	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/icons/style.css	(from https://avitex.vn/html/aizan/index.html)
19:24:04	298091/298091	---M--	200	added ('OK')	text/css	date:Fri,%2008%20Sep%202023%2001:23:58%20GMT	https://avitex.vn/html/aizan/assets/css/bootstrap.min.css	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/css/bootstrap.min.css	(from https://avitex.vn/html/aizan/index.html)
19:24:06	18452/18452	---M--	200	added ('OK')	text/css	date:Wed,%2006%20Sep%202023%2017:04:56%20GMT	https://avitex.vn/html/aizan/assets/css/swiper-bundle.min.css	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/css/swiper-bundle.min.css	(from https://avitex.vn/html/aizan/index.html)
19:24:07	156118/156118	---M--	200	added ('OK')	text/css	date:Wed,%2020%20Sep%202023%2017:45:30%20GMT	https://avitex.vn/html/aizan/assets/css/style.css	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/css/style.css	(from https://avitex.vn/html/aizan/index.html)
19:24:07	93966/93966	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/home2.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/home2.html	(from https://avitex.vn/html/aizan/index.html)
19:24:07	95817/95817	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/home3.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/home3.html	(from https://avitex.vn/html/aizan/index.html)
19:24:08	66290/66290	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/home4.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/home4.html	(from https://avitex.vn/html/aizan/index.html)
19:24:08	53846/53846	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/about.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/about.html	(from https://avitex.vn/html/aizan/index.html)
19:24:09	54945/54945	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/service-one.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/service-one.html	(from https://avitex.vn/html/aizan/index.html)
19:24:09	75963/75963	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Aug%202023%2018:06:56%20GMT	https://avitex.vn/html/aizan/assets/images/submenu/1.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/submenu/1.png	(from https://avitex.vn/html/aizan/index.html)
19:24:09	55192/55192	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/service-two.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/service-two.html	(from https://avitex.vn/html/aizan/index.html)
19:24:10	64212/64212	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Aug%202023%2018:07:06%20GMT	https://avitex.vn/html/aizan/assets/images/submenu/2.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/submenu/2.png	(from https://avitex.vn/html/aizan/index.html)
19:24:10	54966/54966	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/service-three.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/service-three.html	(from https://avitex.vn/html/aizan/index.html)
19:24:10	61198/61198	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2000:45:12%20GMT	https://avitex.vn/html/aizan/assets/images/submenu/3.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/submenu/3.png	(from https://avitex.vn/html/aizan/index.html)
19:24:11	55145/55145	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/service-four.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/service-four.html	(from https://avitex.vn/html/aizan/index.html)
19:24:11	79044/79044	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Sep%202023%2000:45:24%20GMT	https://avitex.vn/html/aizan/assets/images/submenu/4.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/submenu/4.png	(from https://avitex.vn/html/aizan/index.html)
19:24:11	52193/52193	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/pricing.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/pricing.html	(from https://avitex.vn/html/aizan/index.html)
19:24:12	43104/43104	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/faqs.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/faqs.html	(from https://avitex.vn/html/aizan/index.html)
19:24:12	5521/5521	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/page-not-found.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/page-not-found.html	(from https://avitex.vn/html/aizan/index.html)
19:24:13	50197/50197	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/blog.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/blog.html	(from https://avitex.vn/html/aizan/index.html)
19:24:13	121666/121666	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2017:29:08%20GMT	https://avitex.vn/html/aizan/assets/images/components/bg-submenu.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/components/bg-submenu.png	(from https://avitex.vn/html/aizan/index.html)
19:24:13	43949/43949	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Sep%202023%2017:51:24%20GMT	https://avitex.vn/html/aizan/contact.html	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/contact.html	(from https://avitex.vn/html/aizan/index.html)
19:24:14	2764/2764	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202023%2021:15:44%20GMT	https://avitex.vn/html/aizan/assets/images/slider/frame-above.png	C:/Users/mitta/Downloads/AI%20CODE/avitex.vn/html/aizan/assets/images/slider/frame-above.png	(from https://avitex.vn/html/aizan/index.html)
